"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"4","2017","30","","11","32","249","306","20","38","269","344","1"
"4","2017","30","Hotel","6","12","663","1212","72","242","735","1454","1"
"4","2017","30","Hotel","6","12","2319","3114","274","382","2593","3496","1"
"4","2017","30","Hotel","9","26","3036","5806","228","312","3264","6118","1"
"4","2017","30","Hotel","2","1","520","1770","42","209","562","1979","1"
"4","2017","30","Hotel","9","26","741","1622","391","2877","1132","4499","1"
"4","2017","30","Hotel","6","12","487","814","47","107","534","921","1"
"4","2017","30","Hotel","14","31","49","60","5433","7949","5482","8009","5.4"
"4","2017","30","Hotel","11","32","178","272","0","0","178","272","1"
"4","2017","30","Hotel","2","6","1512","2882","358","614","1870","3496","1"
"4","2017","30","Hotel","16","40","1421","2705","1174","1756","2595","4461","1"
"4","2017","30","Hotel","14","27","903","1988","535","1313","1438","3301","1"
"4","2017","30","Otros","11","36","140","276","0","0","140","276","1"
"4","2017","30","Hotel","10","23","830","1355","778","1282","1608","2637","1"
"4","2017","30","Hotel","14","31","312","759","643","3080","955","3839","7.8"
"4","2017","30","Hotel","7","17","489","970","60","154","549","1124","1"
"4","2017","30","Hotel","2","1","2178","2694","196","213","2374","2907","2"
"4","2017","30","Hotel","2","1","1742","2722","370","879","2112","3601","2"
"4","2017","30","Hotel","4","13","776","1349","375","666","1151","2015","1"
"4","2017","30","Hotel","2","1","1521","1678","253","274","1774","1952","2"
"4","2017","30","Hotel","10","27","1210","2366","737","1480","1947","3846","1"
"4","2017","30","Hotel","14","27","966","1370","2000","2589","2966","3959","1"
"4","2017","30","Hotel","14","27","1861","2476","977","1955","2838","4431","1"
"4","2017","30","Hotel","6","12","1312","2748","69","262","1381","3010","1"
"4","2017","30","Hotel","6","12","1447","1785","693","800","2140","2585","1"
"4","2017","30","Hotel","13","27","1967","3954","2","2","1969","3956","1"
"4","2017","30","Hotel","14","31","199","388","1722","4605","1921","4993","7.8"
"4","2017","30","Hotel","6","12","1252","1792","258","366","1510","2158","1"
"4","2017","30","Hotel","16","27","2230","4068","265","463","2495","4531","1"
"4","2017","30","","10","27","26","39","6","8","32","47","1"
"4","2017","30","Hotel","10","18","529","1199","630","1108","1159","2307","1"
